trip_id,arrival_time,departure_time,stop_id,stop_sequence
1_1_14,16:47:00,16:47:00,SH0380,13
1_1_14,16:48:00,16:48:00,SH0465,14
1_1_14,16:49:00,16:49:00,SH0167,15
1_1_15,16:30:00,16:30:00,SH0130,0
1_1_15,16:31:00,16:31:00,SH0132,1
1_1_15,16:35:00,16:35:00,SH0128,2
1_1_15,16:38:00,16:38:00,SH0126,3
1_1_15,16:41:00,16:41:00,SH0079,4
1_1_15,16:47:00,16:47:00,SH0083,5
1_1_15,16:48:00,16:48:00,SH0078,6
1_1_15,16:51:00,16:51:00,SH0077,7
1_1_15,16:54:00,16:54:00,SH0008,8
1_1_15,16:56:00,16:56:00,SH0073,9
1_1_15,17:04:00,17:04:00,SH0425,10
1_1_15,17:12:00,17:12:00,SH0065,11
1_1_15,17:15:00,17:15:00,SH0360,12
1_1_15,17:17:00,17:17:00,SH0380,13
1_1_15,17:18:00,17:18:00,SH0465,14
1_1_15,17:19:00,17:19:00,SH0167,15
1_1_16,17:00:00,17:00:00,SH0130,0
1_1_16,17:01:00,17:01:00,SH0132,1
1_1_16,17:05:00,17:05:00,SH0128,2
1_1_16,17:08:00,17:08:00,SH0126,3
1_1_16,17:11:00,17:11:00,SH0079,4
1_1_16,17:17:00,17:17:00,SH0083,5
1_1_16,17:18:00,17:18:00,SH0078,6
1_1_16,17:21:00,17:21:00,SH0077,7
1_1_16,17:24:00,17:24:00,SH0008,8
1_1_16,17:26:00,17:26:00,SH0073,9
1_1_16,17:34:00,17:34:00,SH0425,10
1_1_16,17:42:00,17:42:00,SH0065,11
1_1_16,17:45:00,17:45:00,SH0360,12
1_1_16,17:47:00,17:47:00,SH0380,13
1_1_16,17:48:00,17:48:00,SH0465,14
1_1_16,17:49:00,17:49:00,SH0167,15
1_1_17,17:30:00,17:30:00,SH0130,0
1_1_17,17:31:00,17:31:00,SH0132,1
1_1_17,17:35:00,17:35:00,SH0128,2
1_1_17,17:38:00,17:38:00,SH0126,3
1_1_17,17:41:00,17:41:00,SH0079,4
1_1_17,17:47:00,17:47:00,SH0083,5
1_1_17,17:48:00,17:48:00,SH0078,6
1_1_17,17:51:00,17:51:00,SH0077,7
1_1_17,17:54:00,17:54:00,SH0008,8
1_1_17,17:56:00,17:56:00,SH0073,9
1_1_17,18:04:00,18:04:00,SH0425,10
1_1_17,18:12:00,18:12:00,SH0065,11
1_1_17,18:15:00,18:15:00,SH0360,12
1_1_17,18:17:00,18:17:00,SH0380,13
1_1_17,18:18:00,18:18:00,SH0465,14
1_1_17,18:19:00,18:19:00,SH0167,15
1_1_18,18:00:00,18:00:00,SH0130,0
1_1_18,18:01:00,18:01:00,SH0132,1
1_1_18,18:05:00,18:05:00,SH0128,2
1_1_18,18:08:00,18:08:00,SH0126,3
1_1_18,18:11:00,18:11:00,SH0079,4
1_1_18,18:17:00,18:17:00,SH0083,5
1_1_18,18:18:00,18:18:00,SH0078,6
1_1_18,18:21:00,18:21:00,SH0077,7
1_1_18,18:24:00,18:24:00,SH0008,8
1_1_18,18:26:00,18:26:00,SH0073,9
1_1_18,18:34:00,18:34:00,SH0425,10
1_1_18,18:42:00,18:42:00,SH0065,11
1_1_18,18:45:00,18:45:00,SH0360,12
1_1_18,18:47:00,18:47:00,SH0380,13
1_1_18,18:48:00,18:48:00,SH0465,14
1_1_18,18:49:00,18:49:00,SH0167,15
1_1_19,19:00:00,19:00:00,SH0130,0
1_1_19,19:01:00,19:01:00,SH0132,1
1_1_19,19:05:00,19:05:00,SH0128,2
1_1_19,19:08:00,19:08:00,SH0126,3
1_1_19,19:11:00,19:11:00,SH0079,4
1_1_19,19:17:00,19:17:00,SH0083,5
1_1_19,19:18:00,19:18:00,SH0078,6
1_1_19,19:21:00,19:21:00,SH0077,7
1_1_19,19:24:00,19:24:00,SH0008,8
1_1_19,19:26:00,19:26:00,SH0073,9
1_1_19,19:34:00,19:34:00,SH0425,10
1_1_19,19:42:00,19:42:00,SH0065,11
1_1_19,19:45:00,19:45:00,SH0360,12
1_1_19,19:47:00,19:47:00,SH0380,13
1_1_19,19:48:00,19:48:00,SH0465,14
1_1_19,19:49:00,19:49:00,SH0167,15
2_0_0,06:00:00,06:00:00,SH0167,0
2_0_0,06:01:00,06:01:00,SH0193,1
2_0_0,06:02:00,06:02:00,SH0169,2
2_0_0,06:03:00,06:03:00,SH0023,3
2_0_0,06:04:00,06:04:00,SH0171,4
2_0_0,06:06:00,06:06:00,SH0054,5
2_0_0,06:12:00,06:12:00,SH0058,6
2_0_0,06:13:00,06:13:00,SH0059,7
2_0_0,06:18:00,06:18:00,SH0423,8
2_0_0,06:23:00,06:23:00,SH0314,9
2_0_0,06:27:00,06:27:00,SH0342,10
2_0_0,06:28:00,06:28:00,SH0339,11
2_0_0,06:32:00,06:32:00,SH0105,12
2_0_0,06:34:00,06:34:00,SH0222,13
2_0_0,06:37:00,06:37:00,SH0335,14
2_0_0,06:42:00,06:42:00,SH0108,15
2_0_0,06:46:00,06:46:00,SH0018,16
2_0_0,06:51:00,06:51:00,SH0483,17
2_0_0,06:57:00,06:57:00,SH0487,18
2_0_0,07:00:00,07:00:00,SH0217,19
2_0_1,07:00:00,07:00:00,SH0167,0
2_0_1,07:01:00,07:01:00,SH0193,1
2_0_1,07:02:00,07:02:00,SH0169,2
2_0_1,07:03:00,07:03:00,SH0023,3
2_0_1,07:04:00,07:04:00,SH0171,4
2_0_1,07:06:00,07:06:00,SH0054,5
2_0_1,07:12:00,07:12:00,SH0058,6
2_0_1,07:13:00,07:13:00,SH0059,7
2_0_1,07:18:00,07:18:00,SH0423,8
2_0_1,07:23:00,07:23:00,SH0314,9
2_0_1,07:27:00,07:27:00,SH0342,10
2_0_1,07:28:00,07:28:00,SH0339,11
2_0_1,07:32:00,07:32:00,SH0105,12
2_0_1,07:34:00,07:34:00,SH0222,13
2_0_1,07:37:00,07:37:00,SH0335,14
2_0_1,07:42:00,07:42:00,SH0108,15
2_0_1,07:46:00,07:46:00,SH0018,16
2_0_1,07:51:00,07:51:00,SH0483,17
2_0_1,07:57:00,07:57:00,SH0487,18
2_0_1,08:00:00,08:00:00,SH0217,19
2_0_2,08:00:00,08:00:00,SH0167,0
2_0_2,08:01:00,08:01:00,SH0193,1
2_0_2,08:02:00,08:02:00,SH0169,2
2_0_2,08:03:00,08:03:00,SH0023,3
2_0_2,08:04:00,08:04:00,SH0171,4
2_0_2,08:06:00,08:06:00,SH0054,5
2_0_2,08:12:00,08:12:00,SH0058,6
2_0_2,08:13:00,08:13:00,SH0059,7
2_0_2,08:18:00,08:18:00,SH0423,8
2_0_2,08:23:00,08:23:00,SH0314,9
2_0_2,08:27:00,08:27:00,SH0342,10
2_0_2,08:28:00,08:28:00,SH0339,11
2_0_2,08:32:00,08:32:00,SH0105,12
2_0_2,08:34:00,08:34:00,SH0222,13
2_0_2,08:37:00,08:37:00,SH0335,14
2_0_2,08:42:00,08:42:00,SH0108,15
2_0_2,08:46:00,08:46:00,SH0018,16
2_0_2,08:51:00,08:51:00,SH0483,17
2_0_2,08:57:00,08:57:00,SH0487,18
2_0_2,09:00:00,09:00:00,SH0217,19
2_0_3,09:00:00,09:00:00,SH0167,0
2_0_3,09:01:00,09:01:00,SH0193,1
2_0_3,09:02:00,09:02:00,SH0169,2
2_0_3,09:03:00,09:03:00,SH0023,3
2_0_3,09:04:00,09:04:00,SH0171,4
2_0_3,09:06:00,09:06:00,SH0054,5
2_0_3,09:12:00,09:12:00,SH0058,6
2_0_3,09:13:00,09:13:00,SH0059,7
2_0_3,09:18:00,09:18:00,SH0423,8
2_0_3,09:23:00,09:23:00,SH0314,9
2_0_3,09:27:00,09:27:00,SH0342,10
2_0_3,09:28:00,09:28:00,SH0339,11
2_0_3,09:32:00,09:32:00,SH0105,12
2_0_3,09:34:00,09:34:00,SH0222,13
2_0_3,09:37:00,09:37:00,SH0335,14
2_0_3,09:42:00,09:42:00,SH0108,15
2_0_3,09:46:00,09:46:00,SH0018,16
2_0_3,09:51:00,09:51:00,SH0483,17
2_0_3,09:57:00,09:57:00,SH0487,18
2_0_3,10:00:00,10:00:00,SH0217,19
2_0_4,10:00:00,10:00:00,SH0167,0
2_0_4,10:01:00,10:01:00,SH0193,1
2_0_4,10:02:00,10:02:00,SH0169,2
2_0_4,10:03:00,10:03:00,SH0023,3
2_0_4,10:04:00,10:04:00,SH0171,4
2_0_4,10:06:00,10:06:00,SH0054,5
2_0_4,10:12:00,10:12:00,SH0058,6
2_0_4,10:13:00,10:13:00,SH0059,7
2_0_4,10:18:00,10:18:00,SH0423,8
2_0_4,10:23:00,10:23:00,SH0314,9
2_0_4,10:27:00,10:27:00,SH0342,10
2_0_4,10:28:00,10:28:00,SH0339,11
2_0_4,10:32:00,10:32:00,SH0105,12
2_0_4,10:34:00,10:34:00,SH0222,13
2_0_4,10:37:00,10:37:00,SH0335,14
2_0_4,10:42:00,10:42:00,SH0108,15
2_0_4,10:46:00,10:46:00,SH0018,16
2_0_4,10:51:00,10:51:00,SH0483,17
2_0_4,10:57:00,10:57:00,SH0487,18
2_0_4,11:00:00,11:00:00,SH0217,19
2_0_5,11:00:00,11:00:00,SH0167,0
2_0_5,11:01:00,11:01:00,SH0193,1
2_0_5,11:02:00,11:02:00,SH0169,2
2_0_5,11:03:00,11:03:00,SH0023,3
2_0_5,11:04:00,11:04:00,SH0171,4
2_0_5,11:06:00,11:06:00,SH0054,5
2_0_5,11:12:00,11:12:00,SH0058,6
2_0_5,11:13:00,11:13:00,SH0059,7
2_0_5,11:18:00,11:18:00,SH0423,8
2_0_5,11:23:00,11:23:00,SH0314,9
2_0_5,11:27:00,11:27:00,SH0342,10
2_0_5,11:28:00,11:28:00,SH0339,11
2_0_5,11:32:00,11:32:00,SH0105,12
2_0_5,11:34:00,11:34:00,SH0222,13
2_0_5,11:37:00,11:37:00,SH0335,14
2_0_5,11:42:00,11:42:00,SH0108,15
2_0_5,11:46:00,11:46:00,SH0018,16
2_0_5,11:51:00,11:51:00,SH0483,17
2_0_5,11:57:00,11:57:00,SH0487,18
2_0_5,12:00:00,12:00:00,SH0217,19
2_0_6,12:00:00,12:00:00,SH0167,0
2_0_6,12:01:00,12:01:00,SH0193,1
2_0_6,12:02:00,12:02:00,SH0169,2
2_0_6,12:03:00,12:03:00,SH0023,3
2_0_6,12:04:00,12:04:00,SH0171,4
2_0_6,12:06:00,12:06:00,SH0054,5
2_0_6,12:12:00,12:12:00,SH0058,6
2_0_6,12:13:00,12:13:00,SH0059,7
2_0_6,12:18:00,12:18:00,SH0423,8
2_0_6,12:23:00,12:23:00,SH0314,9
2_0_6,12:27:00,12:27:00,SH0342,10
2_0_6,12:28:00,12:28:00,SH0339,11
2_0_6,12:32:00,12:32:00,SH0105,12
2_0_6,12:34:00,12:34:00,SH0222,13
2_0_6,12:37:00,12:37:00,SH0335,14
2_0_6,12:42:00,12:42:00,SH0108,15
2_0_6,12:46:00,12:46:00,SH0018,16
2_0_6,12:51:00,12:51:00,SH0483,17
2_0_6,12:57:00,12:57:00,SH0487,18
2_0_6,13:00:00,13:00:00,SH0217,19
2_0_7,13:00:00,13:00:00,SH0167,0
2_0_7,13:01:00,13:01:00,SH0193,1
2_0_7,13:02:00,13:02:00,SH0169,2
2_0_7,13:03:00,13:03:00,SH0023,3
2_0_7,13:04:00,13:04:00,SH0171,4
2_0_7,13:06:00,13:06:00,SH0054,5
2_0_7,13:12:00,13:12:00,SH0058,6
2_0_7,13:13:00,13:13:00,SH0059,7
2_0_7,13:18:00,13:18:00,SH0423,8
2_0_7,13:23:00,13:23:00,SH0314,9
2_0_7,13:27:00,13:27:00,SH0342,10
2_0_7,13:28:00,13:28:00,SH0339,11
2_0_7,13:32:00,13:32:00,SH0105,12
2_0_7,13:34:00,13:34:00,SH0222,13
2_0_7,13:37:00,13:37:00,SH0335,14
2_0_7,13:42:00,13:42:00,SH0108,15
2_0_7,13:46:00,13:46:00,SH0018,16
2_0_7,13:51:00,13:51:00,SH0483,17
2_0_7,13:57:00,13:57:00,SH0487,18
2_0_7,14:00:00,14:00:00,SH0217,19
2_0_8,14:00:00,14:00:00,SH0167,0
2_0_8,14:01:00,14:01:00,SH0193,1
2_0_8,14:02:00,14:02:00,SH0169,2
2_0_8,14:03:00,14:03:00,SH0023,3
2_0_8,14:04:00,14:04:00,SH0171,4
2_0_8,14:06:00,14:06:00,SH0054,5
2_0_8,14:12:00,14:12:00,SH0058,6
2_0_8,14:13:00,14:13:00,SH0059,7
2_0_8,14:18:00,14:18:00,SH0423,8
2_0_8,14:23:00,14:23:00,SH0314,9
2_0_8,14:27:00,14:27:00,SH0342,10
2_0_8,14:28:00,14:28:00,SH0339,11
2_0_8,14:32:00,14:32:00,SH0105,12
2_0_8,14:34:00,14:34:00,SH0222,13
2_0_8,14:37:00,14:37:00,SH0335,14
2_0_8,14:42:00,14:42:00,SH0108,15
2_0_8,14:46:00,14:46:00,SH0018,16
2_0_8,14:51:00,14:51:00,SH0483,17
2_0_8,14:57:00,14:57:00,SH0487,18
2_0_8,15:00:00,15:00:00,SH0217,19
2_0_9,15:00:00,15:00:00,SH0167,0
2_0_9,15:01:00,15:01:00,SH0193,1
2_0_9,15:02:00,15:02:00,SH0169,2
2_0_9,15:03:00,15:03:00,SH0023,3
2_0_9,15:04:00,15:04:00,SH0171,4
2_0_9,15:06:00,15:06:00,SH0054,5
2_0_9,15:12:00,15:12:00,SH0058,6
2_0_9,15:13:00,15:13:00,SH0059,7
2_0_9,15:18:00,15:18:00,SH0423,8
2_0_9,15:23:00,15:23:00,SH0314,9
2_0_9,15:27:00,15:27:00,SH0342,10
2_0_9,15:28:00,15:28:00,SH0339,11
2_0_9,15:32:00,15:32:00,SH0105,12
2_0_9,15:34:00,15:34:00,SH0222,13
2_0_9,15:37:00,15:37:00,SH0335,14
2_0_9,15:42:00,15:42:00,SH0108,15
2_0_9,15:46:00,15:46:00,SH0018,16
2_0_9,15:51:00,15:51:00,SH0483,17
2_0_9,15:57:00,15:57:00,SH0487,18
2_0_9,16:00:00,16:00:00,SH0217,19
2_0_10,16:00:00,16:00:00,SH0167,0
2_0_10,16:01:00,16:01:00,SH0193,1
2_0_10,16:02:00,16:02:00,SH0169,2
2_0_10,16:03:00,16:03:00,SH0023,3
2_0_10,16:04:00,16:04:00,SH0171,4
2_0_10,16:06:00,16:06:00,SH0054,5
2_0_10,16:12:00,16:12:00,SH0058,6
2_0_10,16:13:00,16:13:00,SH0059,7
2_0_10,16:18:00,16:18:00,SH0423,8
2_0_10,16:23:00,16:23:00,SH0314,9
2_0_10,16:27:00,16:27:00,SH0342,10
2_0_10,16:28:00,16:28:00,SH0339,11
2_0_10,16:32:00,16:32:00,SH0105,12
2_0_10,16:34:00,16:34:00,SH0222,13
2_0_10,16:37:00,16:37:00,SH0335,14
2_0_10,16:42:00,16:42:00,SH0108,15
2_0_10,16:46:00,16:46:00,SH0018,16
2_0_10,16:51:00,16:51:00,SH0483,17
2_0_10,16:57:00,16:57:00,SH0487,18
2_0_10,17:00:00,17:00:00,SH0217,19
2_0_11,17:00:00,17:00:00,SH0167,0
2_0_11,17:01:00,17:01:00,SH0193,1
2_0_11,17:02:00,17:02:00,SH0169,2
2_0_11,17:03:00,17:03:00,SH0023,3
2_0_11,17:04:00,17:04:00,SH0171,4
2_0_11,17:06:00,17:06:00,SH0054,5
2_0_11,17:12:00,17:12:00,SH0058,6
2_0_11,17:13:00,17:13:00,SH0059,7
2_0_11,17:18:00,17:18:00,SH0423,8
2_0_11,17:23:00,17:23:00,SH0314,9
2_0_11,17:27:00,17:27:00,SH0342,10
2_0_11,17:28:00,17:28:00,SH0339,11
2_0_11,17:32:00,17:32:00,SH0105,12
2_0_11,17:34:00,17:34:00,SH0222,13
2_0_11,17:37:00,17:37:00,SH0335,14
2_0_11,17:42:00,17:42:00,SH0108,15
2_0_11,17:46:00,17:46:00,SH0018,16
2_0_11,17:51:00,17:51:00,SH0483,17
2_0_11,17:57:00,17:57:00,SH0487,18
2_0_11,18:00:00,18:00:00,SH0217,19
2_0_12,18:00:00,18:00:00,SH0167,0
2_0_12,18:01:00,18:01:00,SH0193,1
2_0_12,18:02:00,18:02:00,SH0169,2
2_0_12,18:03:00,18:03:00,SH0023,3
2_0_12,18:04:00,18:04:00,SH0171,4
2_0_12,18:06:00,18:06:00,SH0054,5
2_0_12,18:12:00,18:12:00,SH0058,6
2_0_12,18:13:00,18:13:00,SH0059,7
2_0_12,18:18:00,18:18:00,SH0423,8
2_0_12,18:23:00,18:23:00,SH0314,9
2_0_12,18:27:00,18:27:00,SH0342,10
2_0_12,18:28:00,18:28:00,SH0339,11
2_0_12,18:32:00,18:32:00,SH0105,12
2_0_12,18:34:00,18:34:00,SH0222,13
2_0_12,18:37:00,18:37:00,SH0335,14
2_0_12,18:42:00,18:42:00,SH0108,15
2_0_12,18:46:00,18:46:00,SH0018,16
2_0_12,18:51:00,18:51:00,SH0483,17
2_0_12,18:57:00,18:57:00,SH0487,18
2_0_12,19:00:00,19:00:00,SH0217,19
2_0_13,19:00:00,19:00:00,SH0167,0
2_0_13,19:01:00,19:01:00,SH0193,1
2_0_13,19:02:00,19:02:00,SH0169,2
2_0_13,19:03:00,19:03:00,SH0023,3
2_0_13,19:04:00,19:04:00,SH0171,4
2_0_13,19:06:00,19:06:00,SH0054,5
2_0_13,19:12:00,19:12:00,SH0058,6
2_0_13,19:13:00,19:13:00,SH0059,7
2_0_13,19:18:00,19:18:00,SH0423,8
2_0_13,19:23:00,19:23:00,SH0314,9
2_0_13,19:27:00,19:27:00,SH0342,10
2_0_13,19:28:00,19:28:00,SH0339,11
2_0_13,19:32:00,19:32:00,SH0105,12
2_0_13,19:34:00,19:34:00,SH0222,13
2_0_13,19:37:00,19:37:00,SH0335,14
2_0_13,19:42:00,19:42:00,SH0108,15
2_0_13,19:46:00,19:46:00,SH0018,16
2_0_13,19:51:00,19:51:00,SH0483,17
2_0_13,19:57:00,19:57:00,SH0487,18
2_0_13,20:00:00,20:00:00,SH0217,19
2_1_0,06:00:00,06:00:00,SH0217,0
2_1_0,06:03:00,06:03:00,SH0487,1
2_1_0,06:09:00,06:09:00,SH0483,2
2_1_0,06:14:00,06:14:00,SH0018,3
2_1_0,06:18:00,06:18:00,SH0108,4
2_1_0,06:23:00,06:23:00,SH0335,5
2_1_0,06:26:00,06:26:00,SH0222,6
2_1_0,06:28:00,06:28:00,SH0105,7
2_1_0,06:32:00,06:32:00,SH0339,8
2_1_0,06:33:00,06:33:00,SH0342,9
2_1_0,06:37:00,06:37:00,SH0314,10
2_1_0,06:42:00,06:42:00,SH0423,11
2_1_0,06:47:00,06:47:00,SH0059,12
2_1_0,06:48:00,06:48:00,SH0058,13
2_1_0,06:54:00,06:54:00,SH0054,14
2_1_0,06:56:00,06:56:00,SH0171,15
2_1_0,06:57:00,06:57:00,SH0023,16
2_1_0,06:58:00,06:58:00,SH0169,17
2_1_0,06:59:00,06:59:00,SH0193,18
2_1_0,07:00:00,07:00:00,SH0167,19
2_1_1,07:00:00,07:00:00,SH0217,0
2_1_1,07:03:00,07:03:00,SH0487,1
2_1_1,07:09:00,07:09:00,SH0483,2
2_1_1,07:14:00,07:14:00,SH0018,3
2_1_1,07:18:00,07:18:00,SH0108,4
2_1_1,07:23:00,07:23:00,SH0335,5
2_1_1,07:26:00,07:26:00,SH0222,6
2_1_1,07:28:00,07:28:00,SH0105,7
2_1_1,07:32:00,07:32:00,SH0339,8
2_1_1,07:33:00,07:33:00,SH0342,9
2_1_1,07:37:00,07:37:00,SH0314,10
2_1_1,07:42:00,07:42:00,SH0423,11
2_1_1,07:47:00,07:47:00,SH0059,12
2_1_1,07:48:00,07:48:00,SH0058,13
2_1_1,07:54:00,07:54:00,SH0054,14
2_1_1,07:56:00,07:56:00,SH0171,15
2_1_1,07:57:00,07:57:00,SH0023,16
2_1_1,07:58:00,07:58:00,SH0169,17
2_1_1,07:59:00,07:59:00,SH0193,18
2_1_1,08:00:00,08:00:00,SH0167,19
2_1_2,08:00:00,08:00:00,SH0217,0
2_1_2,08:03:00,08:03:00,SH0487,1
2_1_2,08:09:00,08:09:00,SH0483,2
2_1_2,08:14:00,08:14:00,SH0018,3
2_1_2,08:18:00,08:18:00,SH0108,4
2_1_2,08:23:00,08:23:00,SH0335,5
2_1_2,08:26:00,08:26:00,SH0222,6
2_1_2,08:28:00,08:28:00,SH0105,7
2_1_2,08:32:00,08:32:00,SH0339,8
2_1_2,08:33:00,08:33:00,SH0342,9
2_1_2,08:37:00,08:37:00,SH0314,10
2_1_2,08:42:00,08:42:00,SH0423,11
2_1_2,08:47:00,08:47:00,SH0059,12
2_1_2,08:48:00,08:48:00,SH0058,13
2_1_2,08:54:00,08:54:00,SH0054,14
2_1_2,08:56:00,08:56:00,SH0171,15
2_1_2,08:57:00,08:57:00,SH0023,16
2_1_2,08:58:00,08:58:00,SH0169,17
2_1_2,08:59:00,08:59:00,SH0193,18
2_1_2,09:00:00,09:00:00,SH0167,19
2_1_3,09:00:00,09:00:00,SH0217,0
2_1_3,09:03:00,09:03:00,SH0487,1
2_1_3,09:09:00,09:09:00,SH0483,2
2_1_3,09:14:00,09:14:00,SH0018,3
2_1_3,09:18:00,09:18:00,SH0108,4
2_1_3,09:23:00,09:23:00,SH0335,5
2_1_3,09:26:00,09:26:00,SH0222,6
2_1_3,09:28:00,09:28:00,SH0105,7
2_1_3,09:32:00,09:32:00,SH0339,8
2_1_3,09:33:00,09:33:00,SH0342,9
2_1_3,09:37:00,09:37:00,SH0314,10
2_1_3,09:42:00,09:42:00,SH0423,11
2_1_3,09:47:00,09:47:00,SH0059,12
2_1_3,09:48:00,09:48:00,SH0058,13
2_1_3,09:54:00,09:54:00,SH0054,14
2_1_3,09:56:00,09:56:00,SH0171,15
2_1_3,09:57:00,09:57:00,SH0023,16
2_1_3,09:58:00,09:58:00,SH0169,17
2_1_3,09:59:00,09:59:00,SH0193,18
2_1_3,10:00:00,10:00:00,SH0167,19
2_1_4,10:00:00,10:00:00,SH0217,0
2_1_4,10:03:00,10:03:00,SH0487,1
2_1_4,10:09:00,10:09:00,SH0483,2
2_1_4,10:14:00,10:14:00,SH0018,3
2_1_4,10:18:00,10:18:00,SH0108,4
2_1_4,10:23:00,10:23:00,SH0335,5
2_1_4,10:26:00,10:26:00,SH0222,6
2_1_4,10:28:00,10:28:00,SH0105,7
2_1_4,10:32:00,10:32:00,SH0339,8
2_1_4,10:33:00,10:33:00,SH0342,9
2_1_4,10:37:00,10:37:00,SH0314,10
2_1_4,10:42:00,10:42:00,SH0423,11
2_1_4,10:47:00,10:47:00,SH0059,12
2_1_4,10:48:00,10:48:00,SH0058,13
2_1_4,10:54:00,10:54:00,SH0054,14
2_1_4,10:56:00,10:56:00,SH0171,15
2_1_4,10:57:00,10:57:00,SH0023,16
2_1_4,10:58:00,10:58:00,SH0169,17
2_1_4,10:59:00,10:59:00,SH0193,18
2_1_4,11:00:00,11:00:00,SH0167,19
2_1_5,11:00:00,11:00:00,SH0217,0
2_1_5,11:03:00,11:03:00,SH0487,1
2_1_5,11:09:00,11:09:00,SH0483,2
2_1_5,11:14:00,11:14:00,SH0018,3
2_1_5,11:18:00,11:18:00,SH0108,4
2_1_5,11:23:00,11:23:00,SH0335,5
2_1_5,11:26:00,11:26:00,SH0222,6
2_1_5,11:28:00,11:28:00,SH0105,7
2_1_5,11:32:00,11:32:00,SH0339,8
2_1_5,11:33:00,11:33:00,SH0342,9
2_1_5,11:37:00,11:37:00,SH0314,10
2_1_5,11:42:00,11:42:00,SH0423,11
2_1_5,11:47:00,11:47:00,SH0059,12
2_1_5,11:48:00,11:48:00,SH0058,13
2_1_5,11:54:00,11:54:00,SH0054,14
2_1_5,11:56:00,11:56:00,SH0171,15
2_1_5,11:57:00,11:57:00,SH0023,16
2_1_5,11:58:00,11:58:00,SH0169,17
2_1_5,11:59:00,11:59:00,SH0193,18
2_1_5,12:00:00,12:00:00,SH0167,19
2_1_6,12:00:00,12:00:00,SH0217,0
2_1_6,12:03:00,12:03:00,SH0487,1
2_1_6,12:09:00,12:09:00,SH0483,2
2_1_6,12:14:00,12:14:00,SH0018,3
2_1_6,12:18:00,12:18:00,SH0108,4
2_1_6,12:23:00,12:23:00,SH0335,5
2_1_6,12:26:00,12:26:00,SH0222,6
2_1_6,12:28:00,12:28:00,SH0105,7
2_1_6,12:32:00,12:32:00,SH0339,8
2_1_6,12:33:00,12:33:00,SH0342,9
2_1_6,12:37:00,12:37:00,SH0314,10
2_1_6,12:42:00,12:42:00,SH0423,11
2_1_6,12:47:00,12:47:00,SH0059,12
2_1_6,12:48:00,12:48:00,SH0058,13
2_1_6,12:54:00,12:54:00,SH0054,14
2_1_6,12:56:00,12:56:00,SH0171,15
2_1_6,12:57:00,12:57:00,SH0023,16
2_1_6,12:58:00,12:58:00,SH0169,17
2_1_6,12:59:00,12:59:00,SH0193,18
2_1_6,13:00:00,13:00:00,SH0167,19
2_1_7,13:00:00,13:00:00,SH0217,0
2_1_7,13:03:00,13:03:00,SH0487,1
2_1_7,13:09:00,13:09:00,SH0483,2
2_1_7,13:14:00,13:14:00,SH0018,3
2_1_7,13:18:00,13:18:00,SH0108,4
2_1_7,13:23:00,13:23:00,SH0335,5
2_1_7,13:26:00,13:26:00,SH0222,6
2_1_7,13:28:00,13:28:00,SH0105,7
2_1_7,13:32:00,13:32:00,SH0339,8
2_1_7,13:33:00,13:33:00,SH0342,9
2_1_7,13:37:00,13:37:00,SH0314,10
2_1_7,13:42:00,13:42:00,SH0423,11
2_1_7,13:47:00,13:47:00,SH0059,12
2_1_7,13:48:00,13:48:00,SH0058,13
2_1_7,13:54:00,13:54:00,SH0054,14
2_1_7,13:56:00,13:56:00,SH0171,15
2_1_7,13:57:00,13:57:00,SH0023,16
2_1_7,13:58:00,13:58:00,SH0169,17
2_1_7,13:59:00,13:59:00,SH0193,18
2_1_7,14:00:00,14:00:00,SH0167,19
2_1_8,14:00:00,14:00:00,SH0217,0
2_1_8,14:03:00,14:03:00,SH0487,1
2_1_8,14:09:00,14:09:00,SH0483,2
2_1_8,14:14:00,14:14:00,SH0018,3
2_1_8,14:18:00,14:18:00,SH0108,4
2_1_8,14:23:00,14:23:00,SH0335,5
2_1_8,14:26:00,14:26:00,SH0222,6
2_1_8,14:28:00,14:28:00,SH0105,7
2_1_8,14:32:00,14:32:00,SH0339,8
2_1_8,14:33:00,14:33:00,SH0342,9
2_1_8,14:37:00,14:37:00,SH0314,10
2_1_8,14:42:00,14:42:00,SH0423,11
2_1_8,14:47:00,14:47:00,SH0059,12
2_1_8,14:48:00,14:48:00,SH0058,13
2_1_8,14:54:00,14:54:00,SH0054,14
2_1_8,14:56:00,14:56:00,SH0171,15
2_1_8,14:57:00,14:57:00,SH0023,16
2_1_8,14:58:00,14:58:00,SH0169,17
2_1_8,14:59:00,14:59:00,SH0193,18
2_1_8,15:00:00,15:00:00,SH0167,19
2_1_9,15:00:00,15:00:00,SH0217,0
2_1_9,15:03:00,15:03:00,SH0487,1
2_1_9,15:09:00,15:09:00,SH0483,2
2_1_9,15:14:00,15:14:00,SH0018,3
2_1_9,15:18:00,15:18:00,SH0108,4
2_1_9,15:23:00,15:23:00,SH0335,5
2_1_9,15:26:00,15:26:00,SH0222,6
2_1_9,15:28:00,15:28:00,SH0105,7
2_1_9,15:32:00,15:32:00,SH0339,8
2_1_9,15:33:00,15:33:00,SH0342,9
2_1_9,15:37:00,15:37:00,SH0314,10
2_1_9,15:42:00,15:42:00,SH0423,11
2_1_9,15:47:00,15:47:00,SH0059,12
2_1_9,15:48:00,15:48:00,SH0058,13
2_1_9,15:54:00,15:54:00,SH0054,14
